NRO_BOLETO,VALOR,ORIGEN_DESTINO,FECHA_SALIDA_SERVICIO,HORA_SALIDA_SERVICIO,FECHA_COMPRA,LINEA,TIPO_ASIENTO,CANAL_VENTA,SUBCANAL_VENTA
504815,4200,pcon-tmco,20231025,0700,20231014,1,Clas.Cort.,Presencial,App Movil
504816,5200,pcon-tmco,20231025,0700,20231024,2,Semi Cama,Internet,App Movil
504817,3700,pcon-tmco,20231025,0700,20231024,3,Clas.Cort.,Presencial,Sitio Web
504818,3700,pcon-tmco,20231025,0700,20231025,3,Salon Cama,Presencial,App Movil
504819,5200,pcon-tmco,20231025,0700,20231018,3,Salon Cama,Internet,Boleteria
504820,4700,pcon-tmco,20231025,0700,20231021,2,Clas.Cort.,Presencial,Sitio Web
504821,5200,pcon-tmco,20231025,0700,20231023,3,Semi Cama,Internet,Boleteria
504822,4700,pcon-tmco,20231025,0700,20231024,1,Clas.Cort.,Internet,Sitio Web
504823,4200,pcon-tmco,20231025,0700,20231022,2,Clas.Cort.,Presencial,Sitio Web
504824,3700,pcon-tmco,20231025,0700,20231020,2,Salon Cama,Internet,App Movil
504825,4200,pcon-tmco,20231025,0700,20231015,1,Salon Cama,Presencial,App Movil
504826,5200,pcon-tmco,20231025,0700,20231024,2,Semi Cama,Internet,Sitio Web
504827,4700,pcon-tmco,20231025,0700,20231018,2,Clas.Cort.,Presencial,App Movil
504828,5200,pcon-tmco,20231025,0930,20231024,2,Salon Cama,Presencial,Sitio Web
504829,3700,pcon-tmco,20231025,0930,20231023,3,Salon Cama,Presencial,Boleteria
504830,4700,pcon-tmco,20231025,0930,20231015,3,Salon Cama,Internet,Sitio Web
504831,5200,pcon-tmco,20231025,0930,20231022,3,Clas.Cort.,Internet,Boleteria
504832,4700,pcon-tmco,20231025,0930,20231024,3,Semi Cama,Internet,Sitio Web
504833,3700,pcon-tmco,20231025,0930,20231025,3,Clas.Cort.,Presencial,Boleteria
504834,4700,pcon-tmco,20231025,0930,20231011,3,Clas.Cort.,Internet,Sitio Web
504835,3700,pcon-tmco,20231025,0930,20231024,1,Salon Cama,Internet,Boleteria
504836,3700,pcon-tmco,20231025,0930,20231023,3,Semi Cama,Internet,Sitio Web
504837,4200,pcon-tmco,20231025,0930,20231024,3,Clas.Cort.,Internet,Boleteria
504838,4200,pcon-tmco,20231025,0930,20231025,2,Clas.Cort.,Presencial,Sitio Web
504839,3700,pcon-tmco,20231025,0930,20230925,3,Salon Cama,Presencial,Sitio Web
504840,5200,pcon-tmco,20231025,0930,20231025,2,Semi Cama,Presencial,App Movil
504841,3700,pcon-tmco,20231025,0930,20231023,3,Clas.Cort.,Presencial,Sitio Web
504842,3700,pcon-tmco,20231025,0930,20231008,2,Semi Cama,Presencial,App Movil
504843,4200,pcon-tmco,20231025,0930,20231025,1,Semi Cama,Internet,Boleteria
504844,4200,pcon-tmco,20231025,0930,20231023,2,Salon Cama,Presencial,Sitio Web
504845,5200,pcon-tmco,20231025,0930,20231022,1,Semi Cama,Presencial,Sitio Web
504846,3700,pcon-tmco,20231025,0930,20231025,1,Salon Cama,Internet,Boleteria
504847,4700,pcon-tmco,20231025,0930,20231023,2,Salon Cama,Internet,App Movil
504848,4200,pcon-tmco,20231025,1300,20231023,1,Salon Cama,Internet,App Movil
504849,4200,pcon-tmco,20231025,1300,20231014,1,Clas.Cort.,Internet,App Movil
504850,4200,pcon-tmco,20231025,1300,20231024,2,Salon Cama,Presencial,Boleteria
504851,5200,pcon-tmco,20231025,1300,20231019,2,Salon Cama,Internet,Boleteria
504852,3700,pcon-tmco,20231025,1300,20231024,1,Semi Cama,Internet,App Movil
504853,4700,pcon-tmco,20231025,1300,20231025,1,Semi Cama,Presencial,App Movil
504854,4200,pcon-tmco,20231025,1300,20231022,1,Semi Cama,Internet,App Movil
504855,5200,pcon-tmco,20231025,1300,20231009,2,Salon Cama,Presencial,Sitio Web
504856,5200,pcon-tmco,20231025,1300,20231016,2,Salon Cama,Presencial,App Movil
504857,4700,pcon-tmco,20231025,1300,20231023,2,Semi Cama,Internet,App Movil
504858,4200,pcon-tmco,20231025,1300,20231025,1,Clas.Cort.,Presencial,App Movil
504859,4200,pcon-tmco,20231025,1730,20231023,3,Salon Cama,Internet,App Movil
504860,3700,pcon-tmco,20231025,1730,20231012,3,Salon Cama,Internet,Sitio Web
504861,4700,pcon-tmco,20231025,1730,20231024,2,Clas.Cort.,Presencial,Boleteria
504862,5200,pcon-tmco,20231025,1730,20231016,2,Clas.Cort.,Internet,App Movil
504863,4200,pcon-tmco,20231025,1730,20231024,2,Semi Cama,Internet,App Movil
504864,4200,pcon-tmco,20231025,1730,20231012,2,Salon Cama,Presencial,Sitio Web
504865,4200,pcon-tmco,20231025,1730,20231016,1,Clas.Cort.,Presencial,App Movil
504866,4200,pcon-tmco,20231025,1730,20231015,3,Clas.Cort.,Internet,Sitio Web
504867,4200,pcon-tmco,20231025,1730,20231017,2,Clas.Cort.,Internet,App Movil
504868,5200,pcon-tmco,20231025,1730,20231025,1,Clas.Cort.,Presencial,Boleteria
504869,5200,pcon-tmco,20231025,1730,20231017,3,Clas.Cort.,Presencial,App Movil
504870,3700,pcon-tmco,20231025,1730,20231020,2,Salon Cama,Internet,Sitio Web
504871,3700,pcon-tmco,20231025,1730,20231016,3,Clas.Cort.,Presencial,Boleteria
504872,5200,pcon-tmco,20231025,1730,20231023,2,Salon Cama,Presencial,App Movil
504873,5200,pcon-tmco,20231025,1730,20231025,3,Semi Cama,Internet,App Movil
504874,5200,pcon-tmco,20231025,1730,20231018,3,Semi Cama,Internet,Boleteria
504875,5200,pcon-tmco,20231025,1730,20231024,2,Clas.Cort.,Internet,App Movil
504876,4200,pcon-tmco,20231025,1730,20231009,2,Salon Cama,Internet,Boleteria
504877,4700,pcon-tmco,20231025,1730,20231025,3,Clas.Cort.,Presencial,App Movil
504878,5200,pcon-tmco,20231025,1730,20231025,1,Salon Cama,Presencial,Boleteria
504879,4700,pcon-tmco,20231025,1900,20231021,1,Semi Cama,Internet,Boleteria
504880,4700,pcon-tmco,20231025,1900,20231019,2,Salon Cama,Internet,App Movil
504881,3700,pcon-tmco,20231025,1900,20231023,3,Semi Cama,Internet,Boleteria
504882,5200,pcon-tmco,20231025,1900,20231025,2,Clas.Cort.,Internet,Boleteria
504883,5200,pcon-tmco,20231025,1900,20231024,2,Semi Cama,Presencial,App Movil
504884,5200,pcon-tmco,20231025,1900,20231023,1,Semi Cama,Internet,App Movil
504885,5000,tmco-pcon,20231026,0630,20231024,3,Clas.Cort.,Presencial,App Movil
504886,5500,tmco-pcon,20231026,0630,20231024,2,Semi Cama,Presencial,Sitio Web
504887,4000,tmco-pcon,20231026,0630,20231025,1,Salon Cama,Internet,Sitio Web
504888,5500,tmco-pcon,20231026,0630,20231023,2,Salon Cama,Internet,App Movil
504889,5500,tmco-pcon,20231026,0630,20231026,3,Salon Cama,Presencial,Boleteria
504890,5000,tmco-pcon,20231026,0630,20231020,1,Clas.Cort.,Presencial,Boleteria
504891,5500,tmco-pcon,20231026,0630,20231013,1,Semi Cama,Presencial,Sitio Web
504892,5000,tmco-pcon,20231026,0630,20231026,2,Semi Cama,Internet,Sitio Web
504893,4000,tmco-pcon,20231026,0630,20231026,3,Salon Cama,Presencial,Sitio Web
504894,5000,tmco-pcon,20231026,0630,20231018,2,Clas.Cort.,Internet,Boleteria
504895,4000,tmco-pcon,20231026,0630,20231026,1,Salon Cama,Internet,Sitio Web
504896,5000,tmco-pcon,20231026,0630,20231025,1,Salon Cama,Presencial,Boleteria
504897,5500,tmco-pcon,20231026,0630,20231022,3,Semi Cama,Internet,Boleteria
504898,4000,tmco-pcon,20231026,0700,20231023,3,Salon Cama,Internet,App Movil
504899,5000,tmco-pcon,20231026,0700,20231025,3,Salon Cama,Presencial,Sitio Web
504900,4000,tmco-pcon,20231026,0700,20231020,3,Semi Cama,Presencial,Boleteria
504901,5000,tmco-pcon,20231026,0700,20231006,1,Clas.Cort.,Presencial,Boleteria
504902,4500,tmco-pcon,20231026,0700,20231020,1,Semi Cama,Internet,Sitio Web
504903,5000,tmco-pcon,20231026,0930,20231026,3,Clas.Cort.,Internet,App Movil
504904,4500,tmco-pcon,20231026,0930,20231025,2,Semi Cama,Internet,Boleteria
504905,4500,tmco-pcon,20231026,0930,20231020,2,Semi Cama,Presencial,Boleteria
504906,5000,tmco-pcon,20231026,0930,20231020,1,Semi Cama,Presencial,App Movil
504907,4500,tmco-pcon,20231026,0930,20231023,3,Semi Cama,Internet,App Movil
504908,5000,tmco-pcon,20231026,0930,20231017,3,Semi Cama,Presencial,Sitio Web
504909,4000,tmco-pcon,20231026,0930,20231017,2,Salon Cama,Presencial,Sitio Web
504910,5000,tmco-pcon,20231026,0930,20231025,2,Semi Cama,Presencial,Boleteria
504911,4000,tmco-pcon,20231026,0930,20231025,2,Semi Cama,Internet,App Movil
504912,5500,tmco-pcon,20231026,0930,20231017,2,Salon Cama,Presencial,Boleteria
504913,4500,tmco-pcon,20231026,0930,20231024,3,Clas.Cort.,Internet,App Movil
504914,4500,tmco-pcon,20231026,0930,20231024,2,Clas.Cort.,Presencial,App Movil
504915,4500,tmco-pcon,20231026,0930,20231024,1,Salon Cama,Presencial,Boleteria
504916,4000,tmco-pcon,20231026,0930,20231020,3,Clas.Cort.,Presencial,Sitio Web
504917,5500,tmco-pcon,20231026,0930,20231025,2,Semi Cama,Internet,Sitio Web
504918,4500,tmco-pcon,20231026,0930,20231022,1,Semi Cama,Presencial,Boleteria
504919,4500,tmco-pcon,20231026,0930,20231026,1,Semi Cama,Presencial,Sitio Web
504920,4000,tmco-pcon,20231026,0930,20231026,2,Clas.Cort.,Internet,App Movil
504921,4000,tmco-pcon,20231026,0930,20231017,1,Salon Cama,Presencial,App Movil
504922,4000,tmco-pcon,20231026,0930,20231026,3,Semi Cama,Internet,Boleteria
504923,4000,tmco-pcon,20231026,0930,20231019,3,Semi Cama,Presencial,App Movil
504924,4500,tmco-pcon,20231026,1300,20231024,2,Clas.Cort.,Internet,Sitio Web
504925,5500,tmco-pcon,20231026,1300,20231019,2,Salon Cama,Presencial,App Movil
504926,5000,tmco-pcon,20231026,1300,20231026,2,Clas.Cort.,Internet,Sitio Web
504927,4500,tmco-pcon,20231026,1300,20231020,3,Semi Cama,Internet,Sitio Web
504928,4000,tmco-pcon,20231026,1300,20231022,2,Salon Cama,Presencial,App Movil
504929,5500,tmco-pcon,20231026,1300,20231026,2,Semi Cama,Internet,Sitio Web
504930,4000,tmco-pcon,20231026,1300,20231026,2,Clas.Cort.,Presencial,Sitio Web
504931,5500,tmco-pcon,20231026,1300,20231013,1,Salon Cama,Internet,Boleteria
504932,5000,tmco-pcon,20231026,1300,20231024,1,Clas.Cort.,Internet,Sitio Web
504933,5500,tmco-pcon,20231026,1300,20231023,2,Salon Cama,Presencial,Sitio Web
504934,4000,tmco-pcon,20231026,1300,20231024,3,Clas.Cort.,Internet,App Movil
504935,5500,tmco-pcon,20231026,1300,20231024,3,Clas.Cort.,Presencial,Sitio Web
504936,5000,tmco-pcon,20231026,1300,20231007,2,Semi Cama,Presencial,Boleteria
504937,5500,tmco-pcon,20231026,1300,20231026,1,Clas.Cort.,Internet,Sitio Web
504938,5000,tmco-pcon,20231026,1730,20231024,3,Salon Cama,Internet,App Movil
504939,5000,tmco-pcon,20231026,1730,20231021,3,Salon Cama,Internet,App Movil
504940,4000,tmco-pcon,20231026,1730,20231026,3,Clas.Cort.,Presencial,App Movil
504941,5000,tmco-pcon,20231026,1730,20231025,3,Salon Cama,Internet,App Movil
504942,4500,tmco-pcon,20231026,1730,20231022,3,Salon Cama,Internet,Sitio Web
504943,4500,tmco-pcon,20231026,1730,20231005,1,Salon Cama,Presencial,Sitio Web
504944,5500,tmco-pcon,20231026,1730,20231020,2,Semi Cama,Presencial,Sitio Web
504945,5000,tmco-pcon,20231026,1730,20231026,2,Salon Cama,Presencial,App Movil
504946,5000,tmco-pcon,20231026,1730,20231021,1,Salon Cama,Internet,App Movil
504947,4500,tmco-pcon,20231026,1730,20231015,3,Semi Cama,Internet,App Movil
504948,4500,tmco-pcon,20231026,1730,20231011,1,Semi Cama,Internet,Boleteria
504949,4000,tmco-pcon,20231026,1730,20231025,2,Semi Cama,Presencial,Sitio Web
504950,5000,tmco-pcon,20231026,1730,20231021,1,Salon Cama,Presencial,Boleteria
504951,4500,tmco-pcon,20231026,1730,20231023,1,Semi Cama,Presencial,Sitio Web
504952,4500,tmco-pcon,20231026,1730,20231022,2,Semi Cama,Internet,App Movil
504953,5500,tmco-pcon,20231026,1730,20231026,3,Clas.Cort.,Presencial,App Movil
504954,5000,tmco-pcon,20231026,1730,20231021,1,Salon Cama,Internet,Boleteria
504955,4500,tmco-pcon,20231026,1730,20231014,1,Salon Cama,Internet,App Movil
504956,4500,tmco-pcon,20231026,1730,20231025,1,Semi Cama,Internet,Sitio Web
504957,4000,tmco-pcon,20231026,1730,20231026,1,Salon Cama,Internet,App Movil
504958,5000,tmco-pcon,20231026,1730,20231021,2,Semi Cama,Presencial,Sitio Web
504959,4000,tmco-pcon,20231026,1900,20231026,1,Clas.Cort.,Internet,Boleteria
504960,5500,tmco-pcon,20231026,1900,20231019,2,Salon Cama,Internet,Sitio Web
504961,4000,tmco-pcon,20231026,1900,20231026,2,Semi Cama,Internet,App Movil
504962,5000,tmco-pcon,20231026,1900,20231023,2,Clas.Cort.,Presencial,Sitio Web
504963,5500,tmco-pcon,20231026,1900,20231006,3,Semi Cama,Presencial,Boleteria
504964,5200,pcon-tmco,20231026,0630,20231019,2,Salon Cama,Presencial,App Movil
504965,5200,pcon-tmco,20231026,0630,20231026,3,Salon Cama,Internet,Boleteria
504966,3700,pcon-tmco,20231026,0630,20231026,2,Semi Cama,Presencial,Boleteria
504967,4200,pcon-tmco,20231026,0630,20231024,3,Semi Cama,Internet,Sitio Web
504968,4200,pcon-tmco,20231026,0630,20231026,2,Clas.Cort.,Internet,Sitio Web
504969,4700,pcon-tmco,20231026,0630,20231022,1,Clas.Cort.,Internet,App Movil
504970,4200,pcon-tmco,20231026,0630,20231024,2,Clas.Cort.,Presencial,App Movil
504971,4700,pcon-tmco,20231026,0630,20231022,1,Semi Cama,Presencial,App Movil
504972,4700,pcon-tmco,20231026,0630,20231016,1,Clas.Cort.,Presencial,App Movil
504973,4200,pcon-tmco,20231026,0630,20231026,3,Salon Cama,Internet,Boleteria
504974,4700,pcon-tmco,20231026,0630,20231024,3,Salon Cama,Presencial,App Movil
504975,3700,pcon-tmco,20231026,0630,20231021,2,Clas.Cort.,Internet,Sitio Web
504976,5200,pcon-tmco,20231026,0630,20231018,2,Semi Cama,Presencial,Sitio Web
504977,3700,pcon-tmco,20231026,0630,20231020,2,Clas.Cort.,Presencial,Boleteria
504978,4700,pcon-tmco,20231026,0630,20231025,3,Semi Cama,Presencial,App Movil
504979,4700,pcon-tmco,20231026,0700,20231021,1,Clas.Cort.,Internet,Sitio Web
504980,3700,pcon-tmco,20231026,0700,20231023,3,Semi Cama,Presencial,App Movil
504981,3700,pcon-tmco,20231026,0700,20231022,1,Semi Cama,Internet,Boleteria
504982,4200,pcon-tmco,20231026,0700,20231005,2,Clas.Cort.,Internet,Boleteria
504983,5200,pcon-tmco,20231026,0700,20231023,3,Semi Cama,Presencial,Boleteria
504984,4200,pcon-tmco,20231026,0700,20231021,3,Semi Cama,Internet,Boleteria
504985,4700,pcon-tmco,20231026,0700,20231003,3,Semi Cama,Presencial,Boleteria
504986,5200,pcon-tmco,20231026,0700,20231025,2,Clas.Cort.,Presencial,Boleteria
504987,5200,pcon-tmco,20231026,0700,20231026,2,Clas.Cort.,Internet,App Movil
504988,3700,pcon-tmco,20231026,0700,20231024,3,Semi Cama,Presencial,App Movil
504989,4700,pcon-tmco,20231026,0700,20231026,2,Salon Cama,Presencial,Boleteria
504990,5200,pcon-tmco,20231026,0700,20231024,1,Clas.Cort.,Presencial,App Movil
504991,4700,pcon-tmco,20231026,0700,20231024,1,Semi Cama,Internet,Boleteria
504992,4200,pcon-tmco,20231026,0700,20231020,1,Salon Cama,Presencial,Sitio Web
504993,5200,pcon-tmco,20231026,0700,20231025,1,Salon Cama,Presencial,Boleteria
504994,5200,pcon-tmco,20231026,0930,20231026,3,Semi Cama,Internet,Sitio Web
504995,5200,pcon-tmco,20231026,0930,20231020,1,Clas.Cort.,Internet,App Movil
504996,5200,pcon-tmco,20231026,0930,20231026,2,Clas.Cort.,Presencial,Boleteria
504997,4700,pcon-tmco,20231026,0930,20231019,1,Salon Cama,Internet,Boleteria
504998,5200,pcon-tmco,20231026,0930,20231024,2,Semi Cama,Presencial,App Movil
504999,4200,pcon-tmco,20231026,0930,20231023,2,Clas.Cort.,Internet,App Movil
505000,3700,pcon-tmco,20231026,0930,20231021,1,Clas.Cort.,Presencial,Sitio Web
505001,4200,pcon-tmco,20231026,0930,20231025,1,Clas.Cort.,Presencial,Sitio Web
505002,4200,pcon-tmco,20231026,0930,20231022,3,Clas.Cort.,Internet,Sitio Web
505003,5200,pcon-tmco,20231026,0930,20231025,2,Salon Cama,Internet,App Movil
505004,5200,pcon-tmco,20231026,0930,20231022,2,Salon Cama,Internet,App Movil
505005,5200,pcon-tmco,20231026,0930,20231022,1,Salon Cama,Presencial,Sitio Web
505006,4200,pcon-tmco,20231026,0930,20231022,1,Clas.Cort.,Internet,Boleteria
505007,4200,pcon-tmco,20231026,0930,20231024,3,Salon Cama,Internet,Boleteria
505008,5200,pcon-tmco,20231026,0930,20231018,3,Semi Cama,Internet,Boleteria
505009,5200,pcon-tmco,20231026,0930,20231015,1,Clas.Cort.,Presencial,Sitio Web
505010,4200,pcon-tmco,20231026,1300,20231014,3,Semi Cama,Internet,App Movil
505011,5200,pcon-tmco,20231026,1300,20231022,1,Salon Cama,Presencial,Sitio Web
505012,3700,pcon-tmco,20231026,1300,20231018,1,Clas.Cort.,Internet,Boleteria
505013,3700,pcon-tmco,20231026,1300,20231007,3,Salon Cama,Presencial,App Movil
505014,5200,pcon-tmco,20231026,1300,20231020,3,Semi Cama,Presencial,Sitio Web
505015,3700,pcon-tmco,20231026,1300,20231023,1,Salon Cama,Internet,Sitio Web
505016,5200,pcon-tmco,20231026,1730,20231024,2,Salon Cama,Internet,App Movil
505017,3700,pcon-tmco,20231026,1730,20231020,1,Semi Cama,Presencial,Sitio Web
505018,4700,pcon-tmco,20231026,1730,20231018,1,Clas.Cort.,Presencial,Sitio Web
505019,5200,pcon-tmco,20231026,1730,20231026,3,Salon Cama,Presencial,Boleteria
505020,4200,pcon-tmco,20231026,1730,20231024,2,Semi Cama,Internet,Boleteria
505021,4700,pcon-tmco,20231026,1730,20231023,2,Clas.Cort.,Presencial,Boleteria
505022,5200,pcon-tmco,20231026,1730,20231025,1,Semi Cama,Presencial,Sitio Web
505023,3700,pcon-tmco,20231026,1730,20231021,1,Clas.Cort.,Presencial,Sitio Web
505024,4200,pcon-tmco,20231026,1730,20231009,3,Clas.Cort.,Internet,Sitio Web
505025,4200,pcon-tmco,20231026,1730,20231021,3,Salon Cama,Presencial,Boleteria
505026,4700,pcon-tmco,20231026,1730,20231026,2,Semi Cama,Presencial,Sitio Web
505027,4200,pcon-tmco,20231026,1730,20231016,3,Clas.Cort.,Internet,Sitio Web
505028,4200,pcon-tmco,20231026,1730,20231025,3,Semi Cama,Presencial,App Movil
505029,4700,pcon-tmco,20231026,1730,20231024,2,Salon Cama,Internet,App Movil
505030,3700,pcon-tmco,20231026,1730,20231023,1,Clas.Cort.,Internet,Sitio Web
505031,4200,pcon-tmco,20231026,1730,20231026,1,Clas.Cort.,Presencial,Boleteria
505032,3700,pcon-tmco,20231026,1730,20231024,2,Clas.Cort.,Internet,Boleteria
505033,4700,pcon-tmco,20231026,1730,20231021,2,Clas.Cort.,Presencial,Sitio Web
505034,4200,pcon-tmco,20231026,1730,20231023,1,Salon Cama,Internet,Sitio Web
505035,3700,pcon-tmco,20231026,1730,20231025,2,Semi Cama,Internet,Boleteria
505036,3700,pcon-tmco,20231026,1730,20231025,1,Semi Cama,Internet,App Movil
505037,4200,pcon-tmco,20231026,1730,20231023,3,Salon Cama,Internet,App Movil
505038,4200,pcon-tmco,20231026,1900,20231024,1,Salon Cama,Presencial,App Movil
505039,3700,pcon-tmco,20231026,1900,20231018,1,Semi Cama,Presencial,Sitio Web
505040,4200,pcon-tmco,20231026,1900,20231007,2,Clas.Cort.,Internet,App Movil
505041,4700,pcon-tmco,20231026,1900,20231012,3,Salon Cama,Presencial,App Movil
505042,4700,pcon-tmco,20231026,1900,20231018,2,Semi Cama,Internet,Boleteria
505043,4200,pcon-tmco,20231026,1900,20231023,3,Semi Cama,Presencial,Boleteria
505044,4200,pcon-tmco,20231026,1900,20231024,2,Salon Cama,Internet,Sitio Web
505045,5000,tmco-pcon,20231027,0630,20231026,2,Semi Cama,Internet,Boleteria
505046,4500,tmco-pcon,20231027,0630,20231027,2,Salon Cama,Internet,App Movil
505047,4500,tmco-pcon,20231027,0630,20231011,3,Salon Cama,Presencial,App Movil
505048,6000,tmco-pcon,20231027,0630,20231021,1,Semi Cama,Presencial,Boleteria
505049,5000,tmco-pcon,20231027,0630,20231022,1,Salon Cama,Presencial,App Movil
505050,5000,tmco-pcon,20231027,0630,20231022,3,Salon Cama,Internet,Boleteria
505051,6000,tmco-pcon,20231027,0630,20231027,1,Semi Cama,Internet,Sitio Web
505052,5500,tmco-pcon,20231027,0630,20231027,3,Salon Cama,Presencial,Boleteria
505053,5500,tmco-pcon,20231027,0630,20231019,3,Clas.Cort.,Presencial,Boleteria
505054,5000,tmco-pcon,20231027,0630,20231026,2,Salon Cama,Internet,Sitio Web
505055,5000,tmco-pcon,20231027,0630,20231027,2,Clas.Cort.,Internet,Sitio Web
505056,6000,tmco-pcon,20231027,0630,20231025,1,Clas.Cort.,Internet,Sitio Web
505057,5000,tmco-pcon,20231027,0630,20231027,1,Salon Cama,Presencial,Sitio Web
505058,6000,tmco-pcon,20231027,0630,20231027,1,Salon Cama,Internet,Sitio Web
505059,4500,tmco-pcon,20231027,0630,20231026,3,Semi Cama,Internet,App Movil
505060,5500,tmco-pcon,20231027,0630,20231026,1,Salon Cama,Internet,Boleteria
505061,5500,tmco-pcon,20231027,0630,20231019,2,Salon Cama,Presencial,App Movil
505062,4500,tmco-pcon,20231027,0630,20231022,2,Salon Cama,Internet,Sitio Web
505063,4500,tmco-pcon,20231027,0630,20231018,1,Clas.Cort.,Presencial,App Movil
505064,5500,tmco-pcon,20231027,0630,20231022,1,Clas.Cort.,Internet,App Movil
505065,6000,tmco-pcon,20231027,0630,20231024,3,Clas.Cort.,Presencial,Sitio Web
505066,5000,tmco-pcon,20231027,0700,20231027,1,Clas.Cort.,Internet,Sitio Web
505067,5000,tmco-pcon,20231027,0700,20231021,2,Semi Cama,Internet,App Movil
505068,5000,tmco-pcon,20231027,0700,20231024,1,Salon Cama,Internet,App Movil
505069,5500,tmco-pcon,20231027,0700,20231020,2,Clas.Cort.,Internet,Sitio Web
505070,4500,tmco-pcon,20231027,0700,20231027,2,Salon Cama,Presencial,Sitio Web
505071,5500,tmco-pcon,20231027,0700,20231026,2,Semi Cama,Internet,App Movil
505072,5000,tmco-pcon,20231027,0700,20231027,3,Semi Cama,Presencial,App Movil
505073,5000,tmco-pcon,20231027,0700,20231027,1,Semi Cama,Internet,App Movil
505074,5000,tmco-pcon,20231027,0700,20231019,2,Clas.Cort.,Internet,App Movil
505075,5500,tmco-pcon,20231027,0700,20231026,1,Clas.Cort.,Internet,App Movil
505076,5500,tmco-pcon,20231027,0700,20231025,3,Salon Cama,Presencial,Boleteria
505077,5500,tmco-pcon,20231027,0700,20231020,1,Clas.Cort.,Presencial,App Movil
505078,5500,tmco-pcon,20231027,0700,20231026,2,Semi Cama,Presencial,App Movil
505079,5500,tmco-pcon,20231027,0700,20231022,3,Clas.Cort.,Presencial,Sitio Web
505080,5500,tmco-pcon,20231027,0700,20231023,2,Clas.Cort.,Presencial,App Movil
505081,4500,tmco-pcon,20231027,0700,20231022,3,Salon Cama,Internet,Sitio Web
505082,4500,tmco-pcon,20231027,0700,20231026,3,Semi Cama,Presencial,App Movil
505083,6000,tmco-pcon,20231027,0700,20231027,1,Semi Cama,Presencial,Boleteria
505084,4500,tmco-pcon,20231027,0700,20231018,2,Clas.Cort.,Presencial,App Movil
505085,5500,tmco-pcon,20231027,0700,20231027,3,Salon Cama,Internet,Sitio Web
505086,5000,tmco-pcon,20231027,0930,20231023,2,Salon Cama,Presencial,Sitio Web
505087,5000,tmco-pcon,20231027,0930,20231026,3,Clas.Cort.,Internet,Boleteria
505088,5500,tmco-pcon,20231027,0930,20231027,3,Salon Cama,Presencial,App Movil
505089,5500,tmco-pcon,20231027,0930,20231025,1,Semi Cama,Presencial,Boleteria
505090,5500,tmco-pcon,20231027,0930,20231025,1,Clas.Cort.,Internet,Boleteria
505091,4500,tmco-pcon,20231027,0930,20231023,1,Clas.Cort.,Internet,Sitio Web
505092,5500,tmco-pcon,20231027,0930,20231024,3,Salon Cama,Internet,Sitio Web
505093,5000,tmco-pcon,20231027,0930,20231027,1,Salon Cama,Presencial,Boleteria
505094,4500,tmco-pcon,20231027,0930,20231024,2,Clas.Cort.,Internet,App Movil
505095,5000,tmco-pcon,20231027,0930,20231025,3,Semi Cama,Presencial,Boleteria
505096,6000,tmco-pcon,20231027,0930,20231019,1,Semi Cama,Presencial,Sitio Web
505097,5000,tmco-pcon,20231027,0930,20231027,2,Salon Cama,Internet,Boleteria
505098,5000,tmco-pcon,20231027,0930,20231026,2,Semi Cama,Presencial,Sitio Web
505099,5500,tmco-pcon,20231027,0930,20231027,2,Clas.Cort.,Internet,App Movil
505100,5500,tmco-pcon,20231027,0930,20231026,3,Salon Cama,Internet,App Movil
505101,6000,tmco-pcon,20231027,0930,20231026,2,Clas.Cort.,Presencial,Sitio Web
505102,5000,tmco-pcon,20231027,0930,20231027,2,Salon Cama,Presencial,Boleteria
505103,5500,tmco-pcon,20231027,0930,20231019,3,Semi Cama,Internet,App Movil
505104,5000,tmco-pcon,20231027,0930,20231027,1,Clas.Cort.,Presencial,Boleteria
505105,5000,tmco-pcon,20231027,0930,20231019,3,Clas.Cort.,Presencial,App Movil
505106,5500,tmco-pcon,20231027,1300,20231021,3,Salon Cama,Presencial,App Movil
505107,5000,tmco-pcon,20231027,1300,20231019,2,Semi Cama,Presencial,Sitio Web
505108,5500,tmco-pcon,20231027,1300,20231026,1,Salon Cama,Presencial,Sitio Web
505109,5500,tmco-pcon,20231027,1300,20231027,3,Semi Cama,Internet,App Movil
505110,5500,tmco-pcon,20231027,1300,20231008,2,Salon Cama,Internet,Boleteria
505111,6000,tmco-pcon,20231027,1300,20231027,1,Clas.Cort.,Presencial,App Movil
505112,5500,tmco-pcon,20231027,1300,20231009,1,Semi Cama,Internet,Boleteria
505113,5000,tmco-pcon,20231027,1300,20231015,1,Salon Cama,Internet,App Movil
505114,5000,tmco-pcon,20231027,1300,20231023,2,Semi Cama,Internet,Sitio Web
505115,6000,tmco-pcon,20231027,1300,20231016,2,Clas.Cort.,Presencial,Boleteria
505116,5000,tmco-pcon,20231027,1300,20231021,2,Clas.Cort.,Internet,Sitio Web
505117,6000,tmco-pcon,20231027,1300,20231021,2,Semi Cama,Internet,App Movil
505118,4500,tmco-pcon,20231027,1300,20231024,3,Semi Cama,Presencial,Boleteria
505119,6000,tmco-pcon,20231027,1300,20231025,1,Salon Cama,Internet,App Movil
505120,6000,tmco-pcon,20231027,1300,20231027,1,Semi Cama,Presencial,Boleteria
505121,5500,tmco-pcon,20231027,1300,20231017,2,Clas.Cort.,Internet,Sitio Web
